star_id,orbital_period,transit_duration,transit_depth,planet_radius,star_radius,star_temp,star_logg,label
TIC 307733361,1.673916,,,3.5,1.19,6120.0,,1
TIC 307733361,1.6739035,,,3.88,1.24,5945.0,4.33,1
TIC 307733361,1.673737,,0.01225,1.52,1.273,,,1
TIC 307733361,1.67389,,,3.57,1.227,6044.0,4.4,1
TIC 307733361,1.6739,,0.06,,1.21742,6115.49,4.32901,1
TIC 307733361,1.674,,0.0589,,1.21742,6115.49,4.32901,1
TIC 307733361,1.673918,,0.0621,4.67,1.572,,,1
TIC 307733361,1.67344228,,0.086,,1.21742,6115.49,4.32901,1
TIC 307733361,1.6739024,,0.0703,3.45,1.19,6120.0,4.36,1
TIC 307733361,1.673833,,,3.59,1.22,6168.0,4.35,1
TIC 307733361,1.6739029,,0.0863,3.44449,1.22,6115.5,4.33,1
TIC 175265494,14.6762429,,,2.0,0.76,4927.0,4.59,1
TIC 175265494,14.67665,,0.0749,1.94,0.682,,,1
TIC 175265494,14.677214,,,2.19420598,0.769722,4942.0,4.66,1
TIC 175265494,14.675828,,0.0638,1.85,0.725,,,1
TIC 175265494,14.677286,,,2.0,0.73,4819.0,,1
TIC 175265494,14.66146147,,0.072,,0.800765,4695.41,4.50612,1
TIC 175265494,14.6843,,0.05,,0.800765,4695.41,4.50612,1
TIC 175262071,9.9147,,0.02,,0.768432,4638.0,4.53373,1
TIC 175262071,9.915615,,,1.3,0.71,4695.0,,1
TIC 175194958,1.9741954,,,1.79,0.48,3712.0,4.78,1
TIC 175194958,1.974,,0.1325,,0.502513,3578.0,4.73521,1
TIC 175194958,1.974172,,0.1008,0.99,0.303,,,1
TIC 175194958,1.9741,,0.1,,0.502513,3578.0,4.73521,1
TIC 175194958,1.974991,,0.131,,0.484,3820.0,4.773,1
TIC 175194958,1.974238,,,1.96,0.492279,3546.46,,1
TIC 175194958,1.974202,,0.1749,2.43,0.5573,,,1
TIC 175194958,1.97419,,,1.9,0.48,3660.0,,1
TIC 6892385,8.26726,,,3.4,0.905,5373.0,4.45,1
TIC 6892385,8.26345949,,0.129,,0.915405,5411.15,4.48843,1
TIC 6892385,8.26679,,,3.40690334,0.908831,5475.0,4.51,1
TIC 6892385,8.267084,,,3.5,0.98,,,1
TIC 6892385,8.26698,,0.1338,3.55,0.947,,,1
TIC 6892385,8.267704,,,3.37,0.91,5464.0,4.51,1
TIC 6892385,8.2669589,,0.1316,3.44807,0.92,5411.1,4.49,1
TIC 6892385,8.267,,0.1053,,0.915405,5411.15,4.48843,1
TIC 6892385,8.266902,,,3.59,0.95,5434.0,4.477,1
TIC 6892385,8.2669928,,,3.59,0.97,5636.0,4.49,1
TIC 6892385,8.2669897,,,,0.97,5636.0,,1
TIC 414843476,3.313921,,,12.04276422,1.334682,6178.0,4.24,1
TIC 414843476,3.3139095,,0.6658,17.38,1.908,,,1
TIC 414843476,3.31392,,,16.14096,1.78,6030.0,4.07,1
TIC 414843476,3.313944,,,14.4,1.73,,,1
TIC 414843476,3.3139151,,,,1.78,6030.0,4.07,1
TIC 414843476,3.313959,,,15.98,1.81,6061.0,4.04,1
TIC 27635334,4.733999,,,5.33,1.76,5599.0,4.02,1
TIC 27635334,4.73355750515,,0.09302504,5.38526663,1.75896,5496.0,3.93163,1
TIC 27635334,4.73379,,,7.56448313,2.306381,5414.0,3.75,1
TIC 27635334,4.734006,,,5.3,1.77,,,1
TIC 27635334,4.73401,,,5.28,1.75,5474.0,3.99,1
TIC 27635334,4.734,,0.0778,,1.75896,5496.0,3.93163,1
TIC 27635334,4.73360988,,0.083,,1.75896,5496.0,3.93163,1
TIC 27635334,4.73401,,,5.28,1.75,5474.0,3.99,1
TIC 27635334,4.73363,,0.0973,5.81,1.797,,,1
TIC 301609547,39.8642,,0.0916,2.92,0.896,,,1
TIC 301609547,39.863566,,0.0834,2.47,0.78,5133.0,,1
TIC 301609547,39.93767,,0.07,7.55,5.15,5433.0,,1
TIC 301609547,39.8478,,,2.42,0.83,5264.0,4.56,1
TIC 287333762,13.86387,,,2.56,0.71,4950.0,4.61,1
TIC 287333762,13.85870316,,0.126,,0.71181,4936.0,4.64236,1
TIC 287333762,13.8636,,0.1361,2.55,0.686,,,1
TIC 287333762,13.86383,,,2.5,0.68,,,1
TIC 287333762,13.864,,0.1147,,0.71181,4936.0,4.64236,1
TIC 287333762,13.86375,,,2.592,0.713,5010.0,4.6,1
TIC 287333762,13.86368,,,2.558,0.71,4868.0,4.53,1
TIC 287333762,13.86391,,,2.52419159,0.692198,4877.0,4.51,1
TIC 287333762,13.86375,,,2.592,0.713,5010.0,,1
TIC 14227229,5.351403,,,1.22263837,0.922706,5741.0,4.36,1
TIC 14227229,5.35161,,,2.09,1.17,5788.0,4.224,1
TIC 14227229,5.3518,,,1.82,1.25,5775.0,,1
TIC 14227229,5.35185,,0.01184,1.41,1.275,,,1
TIC 14227229,5.35232,,,1.184,0.884,5832.0,4.43,1
TIC 14227229,5.35117,,,1.9,1.23,5730.0,4.15,1
TIC 14227229,5.3518,,,1.82,1.25,5775.0,4.25,1
TIC 14227229,15.6805,,,,1.25,5775.0,,1
TIC 14227229,15.6785,,,,1.25,5775.0,4.25,1
TIC 376939759,5.817608,,,10.42437,1.047,5627.0,4.4,1
TIC 376939759,5.817649,,0.8378,12.55,1.288,,,1
TIC 376939759,5.817685,,,12.14,1.24,5660.0,4.27,1
TIC 376939759,5.8176015,,,,1.047,5627.0,4.4,1
TIC 376939759,5.8176452,,0.9178,11.6459,1.22,5633.4,4.27,1
TIC 376939759,5.817681,,,12.5,1.33,,,1
TIC 366576758,11.390955,,1.6232,10.71,0.854,,,1
TIC 366576758,11.391432,,,11.1,0.9,,,1
TIC 366576758,11.39109,,,10.558878,0.828,5027.0,4.481,1
TIC 366576758,11.391,,1.3265,,0.875936,4913.0,4.46161,1
TIC 366576758,11.391013,,,10.67,0.84,5044.0,4.54,1
TIC 366576758,11.39096852897,,1.63377658,11.19847412,0.875936,5027.0,4.51935,1
TIC 366576758,11.390931,,1.361,10.59248676,0.832,4899.0,4.534,1
TIC 366576758,11.3909311,,0.01352,10.44677001,0.824,4920.0,4.542,1
TIC 366576758,11.3909344,,,10.88,0.87,5039.0,4.51,1
TIC 366576758,11.38576954,,1.47,,0.875936,4913.0,4.46161,1
TIC 7020254,20.272,,1.4508,,0.85554,5742.0,4.58473,1
TIC 7020254,20.2730282,,1.7182,10.4386,0.86,5742.0,4.58473,1
TIC 7020254,20.272602,,,11.5,0.86,,,1
TIC 7020254,20.2729914,,1.603,11.80305668,0.855,5870.0,4.538,1
TIC 7020254,20.272615,,,12.06,0.88,5657.0,4.53,1
TIC 7020254,20.272992,,,,,,,1
TIC 7020254,20.27285,,1.7257,11.55,0.831,,,1
TIC 7020254,20.2729861,,,,0.881,5560.0,4.461,1
TIC 7020254,20.273034,,,12.498035,0.881,5560.0,4.461,1
TIC 7020254,20.27362337,,1.666,,0.85554,5742.0,4.58473,1
TIC 7020254,20.273017,,,,0.88,5657.0,4.53,1
TIC 39936432,4.654879,,,,0.6694,4348.35,,1
TIC 39936432,4.655335,,,0.71889232,0.687426,4547.0,4.64,1
TIC 39936432,4.6556782,,0.0129,0.814,0.66,4264.0,,1
TIC 39936432,4.655411,,,0.69,0.6694,4348.35,,1
TIC 458686847,1.29160335703,,0.1566796,2.45117748,0.514745,3689.0,4.72452,1
TIC 458686847,1.291626,,0.146,,0.514745,3689.0,4.72452,1
TIC 458686847,1.2916,,,2.03,0.51,3778.0,4.75,1
TIC 458686847,1.291651,,,2.1,0.52,,,1
TIC 458686847,1.291563,,,2.03,0.513,3676.0,4.747,1
TIC 458686847,1.291505,,,1.96,0.491598,3842.12,,1
TIC 458686847,1.291605,,0.1817,1.74,0.4,,,1
TIC 458686847,1.292,,0.1317,,0.514745,3689.0,4.72452,1
TIC 458686847,5.443984,,,2.1,0.52,,,1
TIC 458686847,5.44425,,,1.94,0.513,3676.0,4.747,1
TIC 458686847,5.44482,,,2.03,0.491598,3842.12,,1
TIC 458686847,5.44425,,0.1686,1.75,0.4,,,1
TIC 458686847,5.444017,,,2.06,0.51,3778.0,4.75,1
TIC 293496724,50.9254,,0.1193,2.48,0.702,,,1
TIC 293496724,50.92092,,,2.54,0.734626,4726.29,,1
TIC 293460551,7.728578,,,2.29,0.679343,4752.8,,1
TIC 293460551,7.72651124,,0.087,,0.739177,4525.0,4.55183,1
TIC 293460551,7.7285,,0.1233,2.16,0.589,,,1
TIC 293460551,7.727574,,,2.6,0.71,,,1
TIC 293460551,7.727283,,,2.53,0.71,4740.0,4.62,1
TIC 293460551,7.728,,0.0791,,0.739177,4525.0,4.55183,1
TIC 396972464,8.28176,,,2.72,1.31,6177.0,4.28,1
TIC 396972464,8.28212,,0.042,2.33,1.01,5800.0,,1
TIC 396972464,8.28192,,0.0481,2.48,1.084,,,1
TIC 396972464,8.2824161,,0.0453,2.14,0.92,5615.0,,1
TIC 396972464,8.282455,,,2.18823473,1.005112,5663.0,4.3,1
TIC 396972464,8.28246,,,2.44,1.117,5672.0,,1
TIC 7059054,5.185759,,,7.64369371,0.686484,4695.0,4.68,1
TIC 7059054,5.185743,,,7.7,0.71,,,1
TIC 7059054,5.185758,,1.3112,7.44,0.637,,,1
TIC 7059054,5.185738,,,7.16,0.675,4526.0,4.63,1
TIC 7059054,5.185754,,,9.12,0.768,4471.38,,1
TIC 7059054,5.185972,,1.263,,0.649127,4664.8,4.68264,1
TIC 7059054,5.185768,,1.3002,7.50399,0.65,4664.8,4.68,1
TIC 7059054,5.1857539,,,7.52,0.67,4690.0,4.63,1
TIC 7059054,5.1857532,,,,0.768,4471.38,,1
TIC 7059054,5.186,,1.0779,,0.649127,4664.8,4.68264,1
TIC 7059054,5.185761,,,7.5,0.68,4551.0,4.63,1
TIC 14635562,2.2193023,,,1.16,0.59,4009.0,4.69,1
TIC 14635562,2.219315,,,1.22,0.612,3903.0,4.677,1
TIC 14635562,2.219405,,,1.28,0.590802,3993.36,,1
TIC 14635562,2.21944122,,0.04,,0.613895,3807.0,4.63951,1
TIC 14635562,2.219282,,,1.21,0.6,4027.0,4.68,1
TIC 14635562,2.219,,0.038,,0.613895,3807.0,4.63951,1
TIC 14635562,2.219225,,,1.3,0.63,,,1
TIC 14635562,2.219368,,0.0432,1.17,0.532,,,1
TIC 197249801,30.954222,,0.1496,2.5,0.598,4040.0,4.671,1
TIC 197249801,30.9542,,,2.66,0.592,3880.0,4.686,1
TIC 197249801,30.96028326,,0.202,,0.609039,3856.0,4.64359,1
TIC 197249801,30.953,,0.1646,,0.609039,3856.0,4.64359,1
TIC 197249801,30.956763,,,2.65,0.571015,4075.67,,1
TIC 197249801,30.952606,,,3.0,0.64,,,1
TIC 197249801,30.954,,0.2117,3.07,0.637,,,1
TIC 197249801,30.951524,,,2.76,0.59,4035.0,4.69,1
TIC 197221381,6.413766,,,3.03,0.41,3560.0,4.85,1
TIC 197221381,6.413539,,,2.64,0.344292,3560.7,,1
TIC 197221381,6.41362,,0.553,2.36,0.299,,,1
TIC 197221381,6.414,,0.4643,,0.4094,3471.0,4.81805,1
TIC 197221381,6.414008,,0.4614,2.9,0.394,3620.0,4.863,1
TIC 197221381,6.413718,,,2.6,0.35,,,1
TIC 197221381,6.413651,,,2.9,0.388,3570.0,4.858,1
TIC 405673618,21.750264,,,2.18,0.402049,3654.47,,1
TIC 422349422,7.38711,,0.0882,1.92,0.625,,,1
TIC 422349422,7.38795716,,0.077,,0.668695,4259.0,4.61109,1
TIC 422349422,7.385655,,,1.97,0.65,4339.0,4.66,1
TIC 422349422,7.385453,,,2.0,0.66,,,1
TIC 422349422,7.387066,,,1.79540442,0.588892,4396.0,4.73,1
TIC 422349422,7.387073,,,1.84,0.62115,4367.83,,1
TIC 422349422,7.387,,0.0858,,0.668695,4259.0,4.61109,1
TIC 187309502,3.588163,,,8.37,0.66,4575.0,4.65,1
TIC 187309502,3.588158,,,9.1,0.75,,,1
TIC 187309502,3.588165,,,8.66,0.676994,4387.84,,1
TIC 187309502,3.5868547125,,1.38097583,11.43763082,0.980071,5036.0,4.37983,1
TIC 187309502,3.588,,1.2649,,0.980071,5036.0,4.37983,1
TIC 187309502,3.588162,,1.512,12.72,0.982,,,1
TIC 677945,5.67556,,0.0332,1.117,0.578,,,1
TIC 677945,5.675819,,,1.42,0.777569,4469.51,,1
TIC 677945,5.675814,,,1.20312295,0.650657,4621.0,4.7,1
TIC 2468648,8.23981,,0.0858,0.661,0.215,,,1
TIC 2468648,8.239493,,,1.04,0.36001,3459.09,,1
TIC 363479723,40.0603,,,2.7,1.09,5727.0,4.33,1
TIC 363479723,39.91488,,0.058,1.89,0.78,5698.0,,1
TIC 363479723,40.062771,,0.0565,2.29,0.88,5508.0,,1
TIC 12181371,2.494161,,,1.06180894,0.64361,4528.0,4.62,1
TIC 12181371,2.494206,,0.0304,1.22,0.663,,,1
TIC 12181371,2.49412,,,1.25,0.744261,4356.47,,1
TIC 176868951,0.369,,,1.651,0.744,5200.0,4.62,1
TIC 176868951,0.369311,,,1.76156914,0.765322,5113.0,4.5,1
TIC 176868951,0.3693038,,,1.81,0.81,5200.0,4.62,1
TIC 176868951,0.36930571984,,0.07556536,2.13418186,0.755722,5129.0,4.61786,1
TIC 176868951,0.369311,,,1.5,0.81,5200.0,4.6,1
TIC 176868951,0.36931,,0.04,1.7,0.75,5245.0,4.61,1
TIC 176868951,0.3693038,,,1.69,0.7595,5120.0,,1
TIC 152852327,,,,14.5717,3.85,,,1
TIC 152852327,9.173866,,,6.86473931,2.162531,5035.0,3.8,1
TIC 152852327,9.1720535,,0.058,9.02881,3.79,4933.0,4.438,1
TIC 152852327,9.172616,,,,3.85,4840.0,3.297,1
TIC 152852327,9.1751,,,14.5717,3.85,4840.0,3.297,1
TIC 152852327,9.1708,,,12.206601,4.11,4878.0,3.35,1
TIC 150096001,3.07133,,,1.34,0.455,3655.0,,1
TIC 150096001,3.0712,,0.071,1.31,0.47,3655.0,,1
TIC 150096001,4.8682,,0.098,1.48,0.47,3655.0,,1
TIC 150096001,4.86784,,,1.603,0.455,3655.0,,1
TIC 150096001,11.0234,,0.19,2.02,0.47,3655.0,,1
TIC 150096001,11.0248821,,0.1943,2.46843,0.46,3798.0,4.77,1
TIC 150096001,11.02454,,,2.003,0.455,3655.0,,1
TIC 150096001,26.5841,,0.0987,1.73,0.455,3655.0,,1
TIC 18310799,7.9757,,,1.05,0.723,4359.0,4.537,1
TIC 18310799,7.9752,,,1.014,0.677,4500.0,4.68,1
TIC 18310799,7.975292,,,0.99,0.66,4499.0,4.66,1
TIC 18310799,17.30681,,,3.14,0.723,4359.0,4.537,1
TIC 18310799,17.307137,,,2.91,0.66,4499.0,4.66,1
TIC 18310799,17.30713,,,3.0,0.677,4500.0,4.68,1
TIC 18310799,17.3077,,,3.03,0.71,4364.0,4.63,1
TIC 18310799,17.307013,,,,0.71,4364.0,4.63,1
TIC 18310799,17.3070631,,0.1909,3.7275,0.77,4230.6,4.48,1
TIC 18310799,25.575065,,,1.45,0.66,4499.0,4.66,1
TIC 18310799,25.575,,,1.565,0.677,4500.0,4.68,1
TIC 18310799,25.5715,,,1.55,0.723,4359.0,4.537,1
TIC 98720702,0.179715,,,0.89,0.442,3492.0,4.815,1
TIC 98720702,0.179719,,,0.64,0.29,3697.0,5.0,1
TIC 4610830,2.35309,,,1.51,0.863,5356.3,4.54,1
TIC 4610830,2.35321,,,1.49,0.839,5283.0,4.538,1
TIC 4610830,2.35322,,,1.57,0.86,5378.0,4.59,1
TIC 4610830,3.56015,,,2.26,0.839,5283.0,4.538,1
TIC 4610830,3.55987,,,2.52,0.86,5378.0,4.59,1
TIC 4610830,3.56004,,,2.299,0.863,5356.3,4.54,1
TIC 4610830,5.40484,,,2.46,0.839,5283.0,4.538,1
TIC 4610830,5.40478,,,2.66,0.86,5378.0,4.59,1
TIC 4610830,5.40479,,,2.39,0.863,5356.3,4.54,1
TIC 4610830,8.26146,,,3.39,0.863,5356.3,4.54,1
TIC 4610830,8.26144,,,3.29,0.86,5378.0,4.59,1
TIC 4610830,8.2616616,,0.1343,3.30997,0.86,5281.0,4.53,1
TIC 4610830,8.26147,,,3.11,0.839,5283.0,4.538,1
TIC 4610830,12.75759,,,2.81,0.86,5378.0,4.59,1
TIC 4610830,12.75758,,,2.904,0.863,5356.3,4.54,1
TIC 4610830,12.75758,,,2.73,0.839,5283.0,4.538,1
TIC 4610830,41.96797,,,3.013,0.863,5356.3,4.54,1
TIC 4610830,41.96645,,,3.18,0.839,5283.0,4.538,1
TIC 11023038,28.380619,,,9.11,0.88,5370.0,4.54,1
TIC 11023038,28.38236,,,9.056872,0.862,5340.0,4.5,1
TIC 11023038,28.382206,,,9.5,0.93,,,1
TIC 11023038,28.38246,,1.1093,9.62,0.913,,,1
TIC 11023038,28.382071,,,9.26802368,0.872288,5425.0,4.66,1
TIC 366683184,8.3688168,,1.18,6.65,0.56,3879.0,,1
TIC 366683184,8.36779,,1.226,8.51,0.708,,,1
TIC 366683184,8.36926,,,4.48,0.386,3866.0,4.891,1
TIC 366683184,8.368791,,,7.49,0.623332,3970.42,,1
TIC 366683184,8.36802,,0.943,4.81,0.45,3789.0,,1
TIC 380255458,6.56918,,1.28,12.25,0.99,5705.0,4.45,1
TIC 380255458,6.569188,,1.557,13.56286665,1.06,5585.0,4.4,1
TIC 380255458,6.569213,,,13.04635343,1.047599,5637.0,4.33,1
TIC 380255458,6.5693,,,12.273855,0.987,5654.0,4.452,1
TIC 380255458,6.5692045,,,,0.987,5654.0,4.452,1
TIC 301235044,0.28,,,1.493,0.6862,4599.0,4.62,1
TIC 301235044,0.2803226,,,1.54,0.674,4373.0,4.584,1
TIC 301235044,0.2803246,,0.0507,1.64829,0.72,4477.0,4.56,1
TIC 301235044,0.2803244,,,1.51,0.681,4570.0,,1
TIC 301235044,0.2803244,,,1.51,0.681,4599.0,4.62,1
TIC 301235044,7.7485,,,7.0,0.681,4570.0,,1
TIC 301235044,7.7485,,,7.0,0.681,4599.0,4.62,1
TIC 175261852,2.644259,,0.3274,1.38,0.225,,,1
TIC 175261852,2.644661,,,2.15,0.33,3398.0,4.92,1
TIC 175261852,2.64484,,,1.83,0.325729,3359.0,4.8983,1
TIC 175261852,2.645,,0.2365,,0.325729,3359.0,4.8983,1
TIC 175261852,2.644845,,,10.7,0.5,,,1
TIC 175261852,2.6446,,,2.05,0.33,3385.0,,1
TIC 175261852,2.6698,,,2.25,0.35,3385.0,4.906,1
TIC 175261852,2.644646,,,2.2,0.35,3385.0,4.906,1
TIC 175261852,2.643528,,0.386,1.47,0.226,,,1
TIC 175261852,4.00498,,,2.19,0.33,3385.0,,1
TIC 175261852,3.9663,,,2.59,0.35,3385.0,4.906,1
TIC 398275886,0.961917,,,1.38,0.554,3672.0,4.72,1
TIC 398275886,0.961916,,0.0654,0.82,0.311,,,1
TIC 398275886,0.961918,,,0.73,0.31,3775.0,5.0,1
TIC 398275886,0.961939,,0.0545,1.47286006,0.578,3690.0,4.665,1
TIC 423358488,4.38395,,,1.33,0.632,4079.0,4.653,1
TIC 423358488,4.38393,,0.0324,0.701,0.371,,,1
TIC 423358488,6.9226,,,1.73,0.632,4079.0,4.653,1
TIC 423358488,6.92251,,0.0537,0.9,0.371,,,1
TIC 423358488,9.75833,,0.0504,0.88,0.371,,,1
TIC 423358488,9.7579,,,1.64,0.632,4079.0,4.653,1
TIC 429035886,11.332,,,1.64,0.568,3745.0,4.707,1
TIC 366696612,11.81004,,0.1329,3.08,0.8,,,1
TIC 366696612,11.808398,,0.14,3.1,0.76,4992.0,,1
TIC 366696612,11.8104,,0.121,2.48,0.68,5131.0,,1
TIC 366696612,11.8097,,,2.84,0.78,5314.0,4.571,1
TIC 376879419,10.59357,,,2.0,0.436,3499.0,4.822,1
TIC 376879419,10.59366,,0.21,1.71,0.36,,,1
TIC 376936928,3.835476,,,1.49,0.45,3695.0,4.8,1
TIC 376936928,3.835376,,,1.5,0.45,,,1
TIC 376936928,3.83553,,0.0983,1.054,0.321,,,1
TIC 376936928,3.835592,,,1.35,0.429,3585.0,4.82,1
TIC 56754291,32.6527,,,2.81,0.631,3940.0,4.657,1
TIC 56754291,32.6479,,0.159,2.29,0.61,4044.0,4.67,1
TIC 397056271,7.51554,,,2.0,0.495,3720.0,4.761,1
TIC 397056271,7.51574,,0.129,2.0,0.53,3845.0,4.73,1
TIC 175371068,3.67626,,0.11,1.99,0.63,4097.0,4.65,1
TIC 175371068,3.67635,,,2.23,0.649,3978.0,4.645,1
TIC 175371068,7.95486,,0.11,2.07,0.63,4097.0,4.65,1
TIC 175371068,7.95478,,,2.1,0.649,3978.0,4.645,1
TIC 17307715,6.342,,0.068,1.8,0.58,4258.0,4.6,1
TIC 17307715,6.34365,,,1.55,0.526,3919.0,4.732,1
TIC 17307715,13.85402,,,1.95,0.526,3919.0,4.732,1
TIC 17307715,13.853487,,,,0.526,3919.0,4.732,1
TIC 17307715,13.85,,0.103,2.6,0.58,4258.0,4.6,1
TIC 17307715,13.85327454047,,0.10681331,2.2098839,0.655766,3893.47,4.58272,1
TIC 17307715,40.718,,0.074,1.9,0.58,4258.0,4.6,1
TIC 17307715,40.6835,,,1.64,0.526,3919.0,4.732,1
TIC 176868262,0.813149,,,1.14414279,0.615543,4460.0,4.68,1
TIC 176868262,0.813143,,,1.1,0.62,4460.0,4.7,1
TIC 176868262,0.81314,,0.029,1.15,0.66,4597.0,4.62,1
TIC 349445372,0.365257,,,1.05548088,0.875749,5456.0,4.55,1
TIC 349445372,0.365261,,,1.0,0.88,5456.0,4.5,1
TIC 349445372,0.3652575,,0.0099,0.935,0.86,5334.0,4.45,1
TIC 35021200,10.062106,,,2.63456976,0.892097,5489.0,4.46,1
TIC 35021200,10.06049,,0.07,2.64,0.95,5503.0,4.45,1
TIC 35021200,5.90279,,0.015,1.28,0.95,5503.0,4.45,1
TIC 35064295,12.42205,,0.065,2.26,0.83,5425.0,4.56,1
TIC 35064295,12.421078,,,2.20753881,0.829915,5419.0,4.57,1
TIC 281886199,7.61856,,,1.96,0.67,4800.0,4.629,1
TIC 281886199,7.62117,,0.1041,1.87,0.544,,,1
TIC 281886199,7.6196574,,0.0953,2.39,0.71,4620.0,,1
TIC 281886199,7.6188,,,2.02,0.66,4742.0,4.51,1
TIC 281886199,7.62067,,,2.13,0.64,4761.0,,1
TIC 281886199,19.07536,,,2.14,0.64,4761.0,,1
TIC 281886199,19.07454,,0.111,2.58,0.71,4620.0,,1
TIC 281886199,19.0702,,0.1065,1.84,0.544,,,1
TIC 281886199,19.07863,,,2.54,0.66,4742.0,4.51,1
TIC 281886199,19.077,,,2.19,0.67,4800.0,4.629,1
TIC 349456525,3.705871,,,3.17824034,0.913754,5649.0,4.61,1
TIC 349445839,9.283188,,,6.11721229,2.568173,4972.0,3.63,1
TIC 94892940,9.457747,,,1.48630496,0.725626,4885.0,4.71,1
TIC 94892940,9.45889,,0.02669,1.44,0.69,4842.0,4.63,1
TIC 56760743,6.673117,,,2.46610713,0.762201,4937.0,4.71,1
TIC 173090902,17.355681,,0.0243,1.81,1.06,5894.0,,1
TIC 173090902,17.3678,,0.0211,1.93,1.27,,,1
TIC 173090902,17.355066,,,3.24925008,2.196069,5791.0,3.81,1
TIC 149969625,2.354992,,,1.27443657,0.803827,5185.0,4.46,1
TIC 149969625,4.382745,,,1.55409035,0.803827,5185.0,4.46,1
TIC 149969625,14.101361,,,2.64809498,0.803827,5185.0,4.46,1
TIC 149969625,14.06660140645,,0.1450825,3.19087767,0.837606,5141.67,4.53051,1
TIC 377171980,8.527219,,,1.82322896,1.196219,5922.0,4.24,1
TIC 377171980,8.52695,,0.016,2.19,1.61,5960.0,4.09,1
TIC 69747919,9.9785275,,0.0203,2.34,1.499,5908.0,3.88,1
TIC 69747919,9.978541,,0.0206,2.36509493,1.499,6310.0,4.122,1
TIC 69747919,9.975403,,0.0275,2.13,1.18,6063.0,,1
TIC 69747919,9.977481,,,2.8191657,1.829853,5908.0,3.88,1
TIC 69747919,9.9783319274,,0.01792248,2.05153324,1.47131,6073.5,4.1,1
TIC 69747919,9.97748,,,2.3,1.494,6011.0,,1
TIC 69747919,9.97857,,0.0201,2.2642141,1.46,6141.0,4.236,1
TIC 437695245,15.8523,,0.0532,2.19,0.904,,,1
TIC 437695245,15.853989,,,2.14446231,0.874211,5554.0,4.46,1
TIC 437695245,15.85412,,0.0598,2.34,0.88,5495.0,,1
TIC 437695245,15.8523,,,1.86,0.83,5502.7,,1
TIC 12770870,6.380803,,,1.27328671,0.919053,5548.0,4.56,1
TIC 12770870,6.38092,,0.01604,1.341,0.981,,,1
TIC 12770870,6.37961,,0.0239,1.41,0.83,5347.0,,1
TIC 291090078,17.9654,,,1.53,0.478,4102.0,4.798,1
TIC 291090078,17.96832,,0.0915,1.78,0.556,,,1
TIC 291090078,17.969079,,,1.94750799,0.600869,4382.0,4.71,1
TIC 291090078,17.96753,,0.099,2.23,0.66,4320.0,,1
TIC 291090078,17.969029,,,2.03,0.626014,4118.41,,1
TIC 291090078,17.968216,,0.0962,2.15,0.63,4151.0,,1
TIC 188509935,7.5734,,0.0197,1.62,1.0849,,,1
TIC 188509935,7.5767206,,0.0196,1.5,0.98,5749.0,,1
TIC 188509935,7.576544,,,1.41817537,0.981614,5748.0,4.34,1
TIC 188509935,12.400047,,,1.8017647,0.981614,5748.0,4.34,1
TIC 188509935,12.3988,,0.0311,2.01,1.0849,,,1
TIC 188509935,12.400731,,0.032,1.92,0.98,5749.0,,1
TIC 206241306,5.6228,,0.0219,3.71,2.378,,,1
TIC 206241306,5.6315915,,0.0217,1.23,0.77,5032.0,,1
TIC 206241306,5.628466,,,2.68657205,1.717458,5250.0,3.95,1
TIC 188507501,14.317001,,0.0364,1.8,0.86,5449.0,,1
TIC 188507501,14.3181,,0.0375,1.69,0.824,,,1
TIC 188507501,14.316941,,,1.66608079,0.868889,5569.0,4.61,1
TIC 188507501,29.6245,,0.1302,3.02,0.824,,,1
TIC 188507501,29.62682,,,3.20569097,0.868889,5569.0,4.61,1
TIC 188507501,29.626,,,,0.857949,5547.0,4.56104,1
TIC 188507501,29.626402,,0.131,3.41,0.86,5449.0,,1
TIC 242993844,5.868699,,,1.60826194,0.843154,5580.0,4.52,1
TIC 242993844,5.86639571,,0.02,,1.00118,5573.35,4.42959,1
TIC 243014114,19.564,,,2.59,0.673,4581.0,4.645,1
TIC 243014114,19.56204579364,,0.13978149,3.28708684,0.758892,4246.8,4.5,1
TIC 243014114,19.56325,,,2.59,0.758892,4246.81,4.49725,1
TIC 243014114,19.562307,,,2.6,0.676,4455.0,4.625,1
TIC 243014114,19.562743,,,2.49179901,0.63908,4500.0,4.62,1
TIC 243014114,19.56236,,0.15,2.78,0.669,,,1
TIC 243014114,19.5661401,,0.135,,0.758892,4246.81,4.49725,1
TIC 435279748,9.525988,,,2.03803688,1.420038,5909.0,4.11,1
TIC 440724456,5.32944,,0.026,1.55,0.911,,,1
TIC 440724456,5.329439,,,1.49090097,0.86416,5428.0,4.63,1
TIC 114031109,14.155185,,,2.1162048,1.213565,6063.0,4.38,1
TIC 26078330,8.74809,,0.1449,3.83,0.938,,,1
TIC 26078330,8.75470797754,,0.15276749,3.54381082,0.889347,5888.0,4.57,1
TIC 26078330,8.747818,,,3.55790985,0.887267,5525.0,4.55,1
TIC 14078624,5.17110937,,0.121,,0.709349,5071.98,4.66474,1
TIC 14078624,5.17222,,0.0964,2.12,0.639,,,1
TIC 14078624,5.172191,,,2.51267885,0.768067,5015.0,4.63,1
TIC 388804061,32.94171,,0.3098,1.4,0.249,,,1
TIC 388804061,32.94112,,,2.461,0.468,3449.0,4.6,1
